 fishing_year,identification,capture_method,method,target,area,latitude,longitude,excluded,status,taxon
2004/2005,observer,net,trawl,Arrow squid,Stewart Snares Shelf,168.8197054,-47.78447901,,alive,Bird
2004/2005,observer,net,trawl,Arrow squid,Stewart Snares Shelf,168.7935498,-47.79611635,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.3209734,-46.28192733,,alive,Seal
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,Fiordland,165.2832016,-46.30442216,,dead,Bird
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,Fiordland,165.3154116,-46.31619436,,dead,Bird
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,Fiordland,165.3147466,-46.31587213,,dead,Bird
2004/2005,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,169.5211236,-47.1237383,,dead,Bird
2004/2005,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,169.4939609,-47.09624702,,dead,Bird
2004/2005,observer,line,surface longline,Broadbill swordfish,East Coast North Island,178.0975789,-37.38753241,,dead,Bird
2004/2005,observer,line,surface longline,Broadbill swordfish,East Coast North Island,178.0970609,-37.39027267,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.6940274,-46.36035318,,alive,Seal
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.6269983,-46.38050714,,alive,Seal
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.6512431,-46.40362059,,alive,Bird
2004/2005,imputation,line,surface longline,Bigeye tuna,East Coast North Island,179.6362895,-37.83388506,,dead,Bird
2004/2005,observer,net,trawl,Jack mackerel,Taranaki,173.5687294,-40.3852331,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.7687228,-45.10718009,,alive,Bird
2004/2005,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,168.1271882,-48.35928857,,dead,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.7529488,-44.43376636,,alive,Bird
2004/2005,observer,,bottom longline,Ling,Subantarctic,179.1577444,-48.207189,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.7421249,-44.51290557,,alive,Seal
2004/2005,imputation,line,surface longline,Albacore tuna,East Coast North Island,179.5214916,-38.08442478,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.6664136,-44.31810815,,alive,Seal
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.6535517,-44.20972446,,alive,Bird
2004/2005,observer,deck,trawl,Scampi,Bay of Plenty,176.1716946,-36.29308753,deck,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.5586226,-44.13375858,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.5006092,-44.0279007,,alive,Bird
2004/2005,imputation,line,surface longline,Southern bluefin tuna,Fiordland,165.5089037,-44.03780714,decomposed,decomposed,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.6234544,-44.11441384,decomposed,decomposed,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.5969712,-44.10169544,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.472855,-44.00736181,,alive,Seal
2004/2005,necropsy,,bottom longline,Ling,Subantarctic,171.6622071,-48.87370575,,dead,Bird
2004/2005,observer,deck,trawl,Scampi,Bay of Plenty,176.1738829,-36.2773761,deck,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.6713237,-44.28492768,,alive,Bird
2004/2005,observer,deck,trawl,Arrow squid,Stewart Snares Shelf,168.3618446,-48.18273947,deck,dead,Bird
2004/2005,observer,line,surface longline,Broadbill swordfish,East Coast North Island,178.2745135,-37.42404333,,alive,Seal
2004/2005,observer,deck,trawl,Arrow squid,Stewart Snares Shelf,168.9376398,-47.64386277,deck,alive,Bird
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,Fiordland,165.8692926,-43.79508317,,dead,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.8428763,-43.78766905,,alive,Seal
2004/2005,observer,net,trawl,Arrow squid,East Coast South Island,172.5847971,-44.66167926,,alive,Seal
2004/2005,observer,net,trawl,Arrow squid,East Coast South Island,172.6161434,-44.66473631,,alive,Seal
2004/2005,observer,line,surface longline,Bigeye tuna,West Coast North Island,172.9985167,-32.5122816,,alive,Turtle
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.578614,-43.70759221,,alive,Bird
2004/2005,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.1471774,-48.86149144,,dead,Seal
2004/2005,imputation,line,surface longline,Southern bluefin tuna,Fiordland,165.4258358,-43.67095063,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.2840704,-43.8865459,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.174482,-43.97774026,,alive,Seal
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,164.9883712,-44.00138357,,alive,Seal
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.1267341,-43.6357714,,dead,Seal
2004/2005,observer,,trawl,Arrow squid,Stewart Snares Shelf,170.5987723,-46.31618939,,dead,Seal
2004/2005,observer,net,trawl,Arrow squid,Stewart Snares Shelf,168.3478291,-48.22864883,,alive,Bird
2004/2005,observer,,trawl,Hoki,East Coast South Island,174.1829667,-43.63792873,,dead,Seal
2004/2005,observer,net,trawl,Hoki,East Coast South Island,174.3747673,-43.44110058,,dead,Seal
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5621716,-43.61758053,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5357829,-43.60418206,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5616397,-43.60638111,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5422007,-43.58991018,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5261515,-43.58676163,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5357677,-43.59580496,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5405105,-43.59137837,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5277815,-43.62068585,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5338967,-43.60105603,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5393193,-43.60355753,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5268235,-43.59656846,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5357965,-43.62470795,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5695265,-43.59107655,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5495397,-43.60861166,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5388602,-43.62002119,warp strike,alive,Bird
2004/2005,imputation,net,trawl,Jack mackerel,Taranaki,173.0020309,-40.10500886,,killed,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.4843886,-43.29064725,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.4944106,-43.31328868,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5238267,-43.31082848,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.4832967,-43.29479222,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.5075293,-43.29042447,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.4988078,-43.29480647,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.4880071,-43.30671478,warp strike,alive,Bird
2004/2005,observer,,trawl,Hoki,East Coast South Island,174.478375,-43.28006361,,alive,Seal
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,166.0980767,-43.49698193,,alive,Seal
2004/2005,observer,net,trawl,Jack mackerel,Taranaki,173.3363527,-39.65011006,,alive,Bird
2004/2005,observer,mitigation device,trawl,Arrow squid,Stewart Snares Shelf,167.2712782,-48.83062063,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,165.6313876,-43.17717912,,alive,Whale
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,166.1506147,-43.15743039,,alive,Seal
2004/2005,necropsy,line,surface longline,Bigeye tuna,Bay of Plenty,177.8366544,-36.96109631,,dead,Bird
2004/2005,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.0714072,-48.90760225,,dead,Bird
2004/2005,observer,line,surface longline,Bigeye tuna,East Coast North Island,178.5185593,-36.56056823,,alive,Turtle
2004/2005,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.354988,-48.84042653,,alive,Bird
2004/2005,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.3744214,-48.87091053,,dead,Bird
2004/2005,observer,deck,trawl,Orange roughy,Chatham Rise,182.7434121,-42.79399446,deck,alive,Bird
2004/2005,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.2689203,-48.86498453,,alive,Bird
2004/2005,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.2505537,-48.87052471,,alive,Bird
2004/2005,observer,net,trawl,Orange roughy,Chatham Rise,182.7471205,-42.73623084,,alive,Bird
2004/2005,necropsy,net,trawl,Orange roughy,Chatham Rise,182.7426638,-42.74529839,,dead,Bird
2004/2005,imputation,warp or door,trawl,Orange roughy,Chatham Rise,182.7011932,-42.81230429,,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.5202284,-42.97339183,warp strike,alive,Bird
2004/2005,imputation,deck,trawl,Orange roughy,Chatham Rise,183.0764182,-42.84929333,deck,alive,Bird
2004/2005,imputation,lost,trawl,Orange roughy,Chatham Rise,182.6386524,-42.74083739,lost,alive,Bird
2004/2005,necropsy,net,trawl,Hoki,Chatham Rise,176.0434857,-42.97862004,,dead,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,West Coast South Island,167.8292612,-42.97800584,,alive,Seal
2004/2005,observer,,trawl,Arrow squid,Fiordland,166.0350918,-46.55605202,,dead,Seal
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,175.980357,-42.92836624,warp strike,alive,Bird
2004/2005,observer,unknown,trawl,Hoki,Chatham Rise,176.0196227,-42.94820052,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,175.9880121,-42.94469659,warp strike,alive,Bird
2004/2005,necropsy,net,trawl,Arrow squid,Fiordland,166.429517,-46.39474967,,dead,Bird
2004/2005,observer,,trawl,Arrow squid,Fiordland,166.4399761,-46.380891,,dead,Seal
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,177.7006824,-42.83327877,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,177.7242056,-42.86678834,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,177.6929134,-42.85598791,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,177.7246015,-42.86102893,warp strike,alive,Bird
2004/2005,imputation,deck,trawl,Orange roughy,Chatham Rise,182.7685177,-42.77414053,deck,alive,Bird
2004/2005,observer,,trawl,Arrow squid,Fiordland,166.0505099,-46.58562731,,dead,Seal
2004/2005,observer,deck,trawl,Orange roughy,Chatham Rise,182.7104569,-42.78478769,deck,alive,Bird
2004/2005,observer,,trawl,Arrow squid,Fiordland,166.06414,-46.6028835,,dead,Seal
2004/2005,observer,net,trawl,Arrow squid,Fiordland,166.0581211,-46.57530176,,alive,Bird
2004/2005,observer,net,trawl,Arrow squid,Fiordland,166.0632171,-46.61241883,,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.0012968,-43.01640581,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.0175644,-42.98569618,warp strike,alive,Bird
2004/2005,necropsy,net,trawl,Jack mackerel,Taranaki,173.470501,-39.84357283,,dead,Bird
2004/2005,necropsy,net,trawl,Jack mackerel,Taranaki,173.4670545,-39.86771878,,dead,Bird
2004/2005,imputation,lost,trawl,Orange roughy,Chatham Rise,182.7577719,-42.74772789,lost,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.9018794,-42.87413887,warp strike,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,West Coast South Island,168.510202,-42.67553972,,alive,Seal
2004/2005,imputation,warp or door,trawl,Orange roughy,Chatham Rise,182.6640952,-42.79460417,,alive,Bird
2004/2005,imputation,warp or door,trawl,Orange roughy,Chatham Rise,182.8656595,-42.80927088,,alive,Bird
2004/2005,imputation,warp or door,trawl,Orange roughy,Chatham Rise,182.830932,-42.79476145,,dead,Bird
2004/2005,observer,,trawl,Hoki,East Coast South Island,174.5455399,-43.06444177,,dead,Seal
2004/2005,observer,,trawl,Hoki,East Coast South Island,174.6138698,-43.0748548,,dead,Seal
2004/2005,observer,net,trawl,Hake,West Coast South Island,169.8040998,-42.59767978,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,Fiordland,167.3422969,-42.99278997,,alive,Seal
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.969426,-42.98397404,,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.9449464,-43.01208835,,alive,Bird
2004/2005,observer,unknown,trawl,Hoki,East Coast South Island,174.9445116,-42.99474555,,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.9707975,-43.00666173,,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.9509238,-43.00729067,,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.9624059,-43.01520702,,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.937332,-42.98305053,,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.94015,-43.00244246,,alive,Bird
2004/2005,observer,,trawl,Arrow squid,East Coast South Island,172.5359863,-44.69173368,,dead,Seal
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.1580515,-42.96306646,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.0176861,-42.99484875,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.0148146,-43.00601711,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.9809205,-43.0240351,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.0137454,-42.99262099,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.0059456,-42.99339706,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,174.9832867,-43.00937514,warp strike,alive,Bird
2004/2005,necropsy,unknown,trawl,Hake,West Coast South Island,169.7462971,-42.77850246,,dead,Bird
2004/2005,necropsy,warp or door,trawl,Hake,West Coast South Island,169.7363151,-42.75033076,,dead,Bird
2004/2005,observer,lost,trawl,Hake,West Coast South Island,169.7517416,-42.74961343,lost,dead,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,177.0082401,-42.79720169,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,177.0208793,-42.79596235,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.9711366,-42.93469472,warp strike,alive,Bird
2004/2005,observer,,trawl,Hoki,East Coast South Island,175.2950636,-42.90891698,,dead,Seal
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.0744444,-42.936104,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.0607146,-42.94460995,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.0266983,-42.93748911,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.050876,-42.94585929,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.0454989,-42.94659923,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.0282169,-42.96753047,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.0579755,-42.94025026,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,Chatham Rise,176.0501789,-42.93397401,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.1855413,-42.96468646,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.1857909,-42.97002967,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.1899116,-42.94906732,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.2242867,-42.93230746,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.2084538,-42.96731768,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.1760962,-42.94996606,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.1793131,-42.94249654,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.7696376,-42.99053827,warp strike,alive,Bird
2004/2005,observer,unknown,trawl,Hoki,East Coast South Island,175.7601521,-42.9798068,warp strike,alive,Bird
2004/2005,imputation,unknown,trawl,Hoki,East Coast South Island,175.7705657,-43.00509817,warp strike,alive,Bird
2004/2005,observer,deck,trawl,Orange roughy,Chatham Rise,182.7564009,-42.79014428,deck,alive,Bird
2004/2005,imputation,deck,trawl,Orange roughy,Chatham Rise,182.760569,-42.8097258,deck,alive,Bird
2004/2005,necropsy,net,trawl,Hoki,West Coast South Island,170.4704983,-42.56691778,,dead,Bird
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,178.3770393,-36.55920963,,dead,Bird
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4426148,-42.53379666,,dead,Seal
2004/2005,observer,net,trawl,Hoki,West Coast South Island,170.3806165,-42.49997232,,dead,Seal
2004/2005,necropsy,unknown,trawl,Hake,West Coast South Island,169.8331039,-42.60648339,,dead,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,East Coast North Island,179.7165437,-37.87197805,,alive,Seal
2004/2005,necropsy,net,trawl,Hake,West Coast South Island,169.7616958,-42.79369801,,dead,Bird
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3952654,-42.54639894,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3994697,-42.5933819,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.2036282,-42.65759958,,dead,Seal
2004/2005,observer,net,trawl,Hoki,West Coast South Island,170.1799607,-42.54098276,,dead,Seal
2004/2005,necropsy,deck,trawl,Hake,West Coast South Island,169.738404,-42.74765762,deck,dead,Bird
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.378491,-42.57143055,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.019375,-42.67998011,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3839383,-42.55021191,,dead,Seal
2004/2005,observer,,trawl,Barracouta,Taranaki,172.9251747,-39.64844745,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4449786,-42.54221212,,dead,Seal
2004/2005,observer,,trawl,Jack mackerel,Taranaki,173.221995,-39.0001561,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4468531,-42.58456434,,dead,Seal
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,179.6813946,-36.81877317,,dead,Bird
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,179.724335,-36.82467777,,dead,Bird
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,179.7132278,-36.81001893,,dead,Bird
2004/2005,observer,net,trawl,Hoki,West Coast South Island,170.1700298,-42.57812713,,dead,Seal
2004/2005,observer,net,trawl,Hoki,West Coast South Island,170.1535075,-42.57652493,,dead,Seal
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,179.2589448,-36.52736395,,dead,Bird
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,179.2598289,-36.52754437,,dead,Bird
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,179.2468465,-36.5571515,,dead,Bird
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3671581,-42.52981962,,dead,Seal
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,179.3399478,-36.65509728,,dead,Bird
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,178.7435895,-36.81294524,,dead,Bird
2004/2005,observer,net,trawl,Jack mackerel,West Coast South Island,171.025067,-41.23932007,,alive,Bird
2004/2005,observer,line,surface longline,Southern bluefin tuna,East Coast North Island,178.242002,-37.27234133,,alive,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,169.80139,-42.85593855,,dead,Seal
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,179.1703106,-36.64241401,,dead,Bird
2004/2005,observer,net,trawl,Hoki,West Coast South Island,169.9903443,-42.76712565,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,169.8299031,-42.81470374,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,169.8144257,-42.84857529,,dead,Seal
2004/2005,observer,net,trawl,Hoki,West Coast South Island,169.9804229,-42.67747037,,dead,Seal
2004/2005,necropsy,line,surface longline,Southern bluefin tuna,East Coast North Island,178.6508821,-37.08746247,,dead,Bird
2004/2005,observer,,trawl,Hoki,West Coast South Island,169.9699413,-42.74960655,,dead,Seal
2004/2005,observer,net,trawl,Hoki,West Coast South Island,170.0592254,-42.69875669,,dead,Seal
2004/2005,observer,net,trawl,Hoki,West Coast South Island,169.8637974,-42.81343222,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.0212128,-42.74182759,,dead,Seal
2004/2005,observer,net,trawl,Hoki,West Coast South Island,170.1315877,-42.60015901,,dead,Seal
2004/2005,observer,net,trawl,Hoki,Cook Strait,174.5455164,-41.49863482,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3790846,-42.55531059,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.540924,-41.48106894,,alive,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.1255728,-42.5984337,,dead,Seal
2004/2005,imputation,deck,trawl,Hoki,Cook Strait,174.5442987,-41.47949055,deck,alive,Bird
2004/2005,observer,net,trawl,Hoki,Cook Strait,174.527933,-41.43775845,,alive,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.5105165,-41.46236827,,dead,Seal
2004/2005,observer,net,trawl,Hoki,Cook Strait,174.5403944,-41.42808338,,alive,Seal
2004/2005,observer,net,trawl,Hoki,Cook Strait,174.5696677,-41.42511141,,alive,Seal
2004/2005,observer,net,trawl,Hoki,Cook Strait,174.5490458,-41.46652031,,alive,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3263006,-42.61328657,,dead,Seal
2004/2005,observer,net,trawl,Hoki,Cook Strait,174.5656898,-41.49747628,,dead,Seal
2004/2005,imputation,deck,trawl,Hoki,Cook Strait,174.5261337,-41.51354315,deck,alive,Bird
2004/2005,observer,net,trawl,Hoki,Cook Strait,174.5055183,-41.46896589,,dead,Seal
2004/2005,observer,net,trawl,Hoki,West Coast South Island,170.3535919,-42.61221462,,dead,Seal
2004/2005,observer,deck,trawl,Hoki,Cook Strait,174.5603981,-41.53957858,deck,alive,Bird
2004/2005,imputation,warp or door,trawl,Hoki,West Coast South Island,170.4040535,-42.54158024,,dead,Bird
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3989523,-42.5466766,,dead,Seal
2004/2005,necropsy,warp or door,trawl,Hoki,West Coast South Island,170.4035533,-42.52727757,,dead,Bird
2004/2005,imputation,lost,trawl,Hoki,West Coast South Island,170.4079287,-42.5396089,lost,alive,Bird
2004/2005,imputation,lost,trawl,Hoki,West Coast South Island,170.4183739,-42.55212508,lost,alive,Bird
2004/2005,observer,unknown,trawl,Hoki,Cook Strait,174.4868461,-41.50324673,,alive,Bird
2004/2005,observer,deck,trawl,Hoki,Cook Strait,174.4913304,-41.50017621,deck,alive,Bird
2004/2005,imputation,deck,trawl,Hoki,Cook Strait,174.4973534,-41.51821255,deck,alive,Bird
2004/2005,observer,deck,trawl,Hoki,Cook Strait,174.5221467,-41.51842117,deck,alive,Bird
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.2684334,-42.58435339,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.1826289,-42.55257412,,dead,Seal
2004/2005,imputation,deck,trawl,Hoki,Cook Strait,174.5080308,-41.48905583,deck,alive,Bird
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,178.4442762,-47.83776854,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.4941166,-41.50026571,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.4931466,-41.49575643,,dead,Seal
2004/2005,observer,unknown,trawl,Hoki,Fiordland,166.0274998,-46.89085327,,alive,Bird
2004/2005,observer,,trawl,Hoki,Fiordland,166.060065,-46.82284853,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.0973525,-42.63147591,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.0937873,-42.67211863,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4175553,-42.53324734,,dead,Seal
2004/2005,observer,net,trawl,Hoki,West Coast South Island,169.9950515,-42.67817962,,dead,Seal
2004/2005,observer,,trawl,Hoki,Fiordland,166.0258769,-46.77947974,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4171153,-42.55669746,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,178.575017,-48.00340168,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,178.6186455,-47.97646192,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.0422539,-48.23976818,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4636675,-42.49402903,,dead,Seal
2004/2005,necropsy,warp or door,trawl,Southern blue whiting,Subantarctic,178.9536365,-48.22760811,,dead,Bird
2004/2005,observer,net,trawl,Hoki,Fiordland,166.1214709,-46.60750425,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3893721,-42.56358598,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3926775,-42.56634134,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,178.9857313,-48.2661566,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3478709,-42.62049819,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3355359,-42.59657236,,dead,Seal
