 fishing_year,identification,capture_method,method,target,area,latitude,longitude,excluded,status,taxon
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.338812,-42.60949416,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3680296,-42.62161083,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3997368,-42.55782984,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3994678,-42.5325365,,dead,Seal
2004/2005,observer,,trawl,Barracouta,West Coast South Island,170.2480255,-42.60004127,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3791597,-42.57054737,,dead,Seal
2004/2005,observer,,trawl,Barracouta,West Coast South Island,170.2638106,-42.59813372,,dead,Dolphin
2004/2005,observer,,trawl,Barracouta,West Coast South Island,170.195457,-42.66275807,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,178.9109876,-48.2553333,,dead,Seal
2004/2005,observer,deck,trawl,Southern blue whiting,Subantarctic,178.9624579,-48.29783085,deck,alive,Bird
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,178.9418283,-48.28563229,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3282514,-42.62434328,,dead,Seal
2004/2005,observer,net,trawl,Hoki,Cook Strait,174.5758486,-41.56525415,,alive,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4246152,-42.53436246,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.1500198,-42.58692816,,dead,Seal
2004/2005,observer,,trawl,Hoki,Fiordland,166.0550212,-46.77573007,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.1161816,-42.6474175,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.6947185,-41.42417296,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4284453,-42.52971476,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.1312353,-48.29480239,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.2236196,-42.59939514,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.252161,-48.29453033,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.228893,-48.2820046,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.2520979,-48.30625161,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.2258816,-48.29269548,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.2324617,-48.30945843,,dead,Seal
2004/2005,photograph,mitigation device,trawl,Hoki,West Coast South Island,170.3917418,-42.55588708,,alive,Bird
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.4092872,-48.32917387,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.4222492,-48.37080033,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.4212821,-48.36926797,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3916729,-42.54708508,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3834828,-42.54491249,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.592493,-48.28355296,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.6149097,-48.28160714,,dead,Seal
2004/2005,observer,net,trawl,Southern blue whiting,Subantarctic,179.6042619,-48.31221451,,dead,Seal
2004/2005,observer,,trawl,Hoki,Fiordland,166.074509,-46.86356118,,dead,Seal
2004/2005,observer,,trawl,Barracouta,West Coast South Island,170.3519033,-42.60483611,,dead,Seal
2004/2005,observer,,trawl,Barracouta,West Coast South Island,170.3324442,-42.57923372,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4245441,-42.55147011,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4034983,-42.54287333,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.831937,-48.15456273,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.4564844,-42.48915834,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.8142664,-48.19878684,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.7997512,-48.21731431,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.7826687,-48.19208806,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,179.7795103,-48.18299484,,dead,Seal
2004/2005,necropsy,net,trawl,Hoki,Fiordland,166.0400505,-46.78505382,,dead,Bird
2004/2005,observer,,trawl,Hoki,Cook Strait,174.5276358,-41.50441215,,alive,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.5404779,-41.48297583,,dead,Seal
2004/2005,observer,,trawl,Hoki,East Coast South Island,173.4379815,-43.41657602,,dead,Seal
2004/2005,necropsy,unknown,trawl,Hoki,Fiordland,166.0293485,-46.85776499,,dead,Bird
2004/2005,observer,,trawl,Barracouta,West Coast South Island,170.4571837,-42.48452508,,dead,Seal
2004/2005,observer,,trawl,Hoki,East Coast South Island,173.4753058,-43.45148258,,dead,Seal
2004/2005,observer,,trawl,Barracouta,West Coast South Island,170.4144539,-42.55257063,,dead,Seal
2004/2005,observer,,trawl,Barracouta,West Coast South Island,170.319952,-42.59344864,,dead,Seal
2004/2005,photograph,deck,trawl,Hoki,Fiordland,166.0596269,-46.80038514,deck,alive,Bird
2004/2005,observer,net,trawl,Hoki,Fiordland,166.0577152,-46.80727332,,dead,Seal
2004/2005,photograph,deck,trawl,Hoki,Fiordland,166.039002,-46.78096977,deck,alive,Bird
2004/2005,observer,,trawl,Barracouta,West Coast South Island,170.2567105,-42.62466969,,dead,Seal
2004/2005,observer,net,trawl,Barracouta,West Coast South Island,170.2465216,-42.62987335,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.5394243,-41.51103586,,dead,Seal
2004/2005,observer,,trawl,Hoki,Fiordland,166.057445,-46.8088303,,dead,Seal
2004/2005,imputation,warp or door,trawl,Southern blue whiting,Subantarctic,170.3383693,-53.3634861,,alive,Bird
2004/2005,observer,deck,trawl,Hoki,West Coast South Island,170.4179175,-41.70975849,deck,alive,Bird
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3861801,-42.55212633,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.5384477,-41.57326616,,dead,Seal
2004/2005,observer,,trawl,Hoki,Fiordland,166.1237181,-46.64703267,,dead,Seal
2004/2005,observer,,trawl,Hoki,Fiordland,166.0511042,-46.69706865,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,171.1296092,-51.86791615,,dead,Seal
2004/2005,observer,,trawl,Hoki,East Coast South Island,173.6118516,-42.73588361,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,171.0649435,-52.11950916,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,171.0602149,-52.08586706,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,171.0529528,-52.10628418,,dead,Seal
2004/2005,observer,,trawl,Hoki,East Coast South Island,173.6147731,-42.72599674,,dead,Seal
2004/2005,observer,,trawl,Hoki,East Coast South Island,173.5753837,-42.73489695,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.5651343,-41.4803916,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.5335735,-41.48626966,,alive,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.5449121,-41.48433553,,dead,Seal
2004/2005,observer,,trawl,Hake,West Coast South Island,170.4993061,-41.66905206,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,170.0165895,-53.39340348,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.1213817,-42.58549647,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.5000646,-42.35119694,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,170.3808024,-42.54322724,,dead,Seal
2004/2005,observer,unknown,trawl,Hake,West Coast South Island,170.5070909,-41.67359601,,alive,Bird
2004/2005,imputation,unknown,trawl,Hake,West Coast South Island,170.4996963,-41.65299933,,alive,Bird
2004/2005,observer,net,trawl,Hake,West Coast South Island,170.5197968,-41.63281068,,alive,Seal
2004/2005,necropsy,warp or door,trawl,Hoki,West Coast South Island,170.4078774,-42.54632267,,dead,Bird
2004/2005,observer,deck,trawl,Hoki,Cook Strait,174.7907079,-41.62778274,deck,alive,Bird
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,170.7559003,-51.86165424,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,170.7554311,-51.85995294,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.7732219,-41.61758932,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.7697695,-41.5771084,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.7626922,-41.59852,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.802307,-41.6517135,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.8062137,-41.62717651,,dead,Seal
2004/2005,observer,,trawl,Hoki,West Coast South Island,169.9853261,-42.64440013,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.5746517,-41.55826978,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.5354552,-41.53068061,,dead,Seal
2004/2005,necropsy,net,trawl,Hoki,Cook Strait,174.5916188,-41.59049903,,dead,Bird
2004/2005,observer,net,trawl,Hoki,Cook Strait,174.6277991,-41.59298677,,dead,Bird
2004/2005,observer,,trawl,Hoki,Cook Strait,174.8154372,-41.64327661,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.8064176,-41.65921942,,dead,Seal
2004/2005,necropsy,net,trawl,Hoki,Cook Strait,174.714298,-41.59771117,,dead,Bird
2004/2005,necropsy,net,trawl,Hoki,Cook Strait,174.6958398,-41.58531829,,dead,Bird
2004/2005,observer,,trawl,Hoki,Cook Strait,174.7923919,-41.66438712,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.7828301,-41.64154549,,dead,Seal
2004/2005,observer,,trawl,Hoki,Cook Strait,174.813685,-41.64190021,,dead,Seal
2004/2005,necropsy,net,trawl,Hoki,Cook Strait,174.7559914,-41.57947767,,dead,Bird
2004/2005,observer,net,trawl,Hoki,Cook Strait,174.7349345,-41.59578671,,dead,Seal
2004/2005,observer,net,trawl,Southern blue whiting,Subantarctic,170.7143884,-51.68116359,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,170.8234108,-51.59241739,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,171.1234862,-51.75845064,,dead,Seal
2004/2005,observer,,trawl,Southern blue whiting,Subantarctic,171.0876266,-51.77228586,,dead,Seal
2004/2005,observer,net,trawl,Southern blue whiting,Subantarctic,170.802947,-51.80470468,,alive,Seal
2004/2005,observer,,trawl,Ling,Stewart Snares Shelf,166.3106261,-48.72230175,,dead,Seal
2004/2005,observer,deck,bottom longline,Ling,Chatham Rise,181.3010692,-43.70130466,deck,alive,Bird
2004/2005,necropsy,warp or door,trawl,Oreos,Subantarctic,176.7751388,-47.55593143,,dead,Bird
2004/2005,observer,deck,bottom longline,Ling,Chatham Rise,181.1015767,-43.86053369,deck,alive,Bird
2004/2005,observer,deck,bottom longline,Ling,Chatham Rise,181.1133806,-43.82837175,deck,alive,Bird
2004/2005,observer,deck,bottom longline,Ling,Chatham Rise,181.1171138,-43.83014352,deck,alive,Bird
2004/2005,necropsy,hook,bottom longline,Ling,Chatham Rise,180.9862867,-43.85063184,,dead,Bird
2005/2006,observer,,trawl,Ling,Stewart Snares Shelf,166.402981,-48.73486367,,dead,Seal
2005/2006,observer,,trawl,Orange roughy,Subantarctic,174.9376651,-48.24006883,,alive,Seal
2005/2006,necropsy,warp or door,trawl,Hoki,East Coast South Island,174.2085216,-43.45836118,,dead,Bird
2005/2006,observer,lost,trawl,Hoki,East Coast South Island,174.2243285,-43.45514153,lost,dead,Bird
2005/2006,necropsy,net,trawl,Hoki,East Coast South Island,174.5925591,-43.03688897,,dead,Bird
2005/2006,necropsy,warp or door,trawl,Ling,Stewart Snares Shelf,166.4197034,-48.75410146,,dead,Bird
2005/2006,observer,,trawl,Oreos,Subantarctic,177.7617977,-47.39888715,,dead,Seal
2005/2006,necropsy,unknown,bottom longline,Ling,Chatham Rise,181.5412949,-43.77625539,,dead,Bird
2005/2006,observer,,trawl,Ling,Stewart Snares Shelf,166.5303778,-49.12944804,,dead,Seal
2005/2006,necropsy,unknown,bottom longline,Ling,Chatham Rise,181.4765373,-43.81145586,,dead,Bird
2005/2006,necropsy,,bottom longline,Ling,Chatham Rise,181.2779443,-43.67718062,,dead,Bird
2005/2006,imputation,warp or door,trawl,Hoki,Chatham Rise,177.1036525,-42.78884169,,alive,Bird
2005/2006,necropsy,warp or door,trawl,Hoki,Chatham Rise,177.6730783,-42.83878189,,dead,Bird
2005/2006,imputation,mitigation device,trawl,Oreos,East Coast South Island,174.311665,-44.92557569,,alive,Bird
2005/2006,observer,mitigation device,trawl,Oreos,East Coast South Island,174.303827,-44.96038798,,alive,Bird
2005/2006,imputation,mitigation device,trawl,Oreos,East Coast South Island,173.9447196,-44.76054694,,dead,Bird
2005/2006,necropsy,warp or door,trawl,Hoki,East Coast South Island,174.3214195,-43.5197667,,dead,Bird
2005/2006,photograph,unknown,trawl,Ling,Stewart Snares Shelf,166.3056444,-48.71501294,,dead,Bird
2005/2006,photograph,paravane,trawl,Oreos,Subantarctic,178.6923103,-47.27729935,,alive,Bird
2005/2006,necropsy,deck,bottom longline,Ling,Stewart Snares Shelf,166.9855156,-46.77094229,deck,dead,Bird
2005/2006,necropsy,net,trawl,Scampi,Bay of Plenty,176.2943084,-37.22353639,,dead,Bird
2005/2006,necropsy,net,trawl,Scampi,Bay of Plenty,176.2757145,-37.18475841,,dead,Bird
2005/2006,necropsy,net,trawl,Scampi,Bay of Plenty,176.2795894,-37.21298633,,dead,Bird
2005/2006,necropsy,net,trawl,Scampi,Bay of Plenty,176.3243963,-37.21420086,,dead,Bird
2005/2006,necropsy,net,trawl,Scampi,Bay of Plenty,176.2849672,-37.21743437,,dead,Bird
2005/2006,necropsy,net,trawl,Scampi,Bay of Plenty,176.2949543,-37.21479857,,dead,Bird
2005/2006,necropsy,net,trawl,Scampi,Bay of Plenty,176.3104322,-37.2227744,,dead,Bird
2005/2006,necropsy,net,trawl,Scampi,Bay of Plenty,176.2889168,-37.21087126,,dead,Bird
2005/2006,necropsy,hook,bottom longline,Ling,Stewart Snares Shelf,167.0142014,-46.72908254,,dead,Bird
2005/2006,necropsy,warp or door,trawl,Hoki,Chatham Rise,176.9284648,-43.72635485,,dead,Bird
2005/2006,necropsy,hook,bottom longline,Ling,Stewart Snares Shelf,167.0970903,-46.6893791,,dead,Bird
2005/2006,observer,deck,trawl,Scampi,Auckland Islands,166.364489,-51.17213891,deck,alive,Bird
2005/2006,observer,,trawl,Scampi,Auckland Islands,166.7344443,-51.06252501,,dead,Seal
2005/2006,observer,deck,trawl,Scampi,Auckland Islands,166.9471695,-50.86409211,deck,alive,Bird
2005/2006,observer,deck,trawl,Scampi,Auckland Islands,166.9505953,-50.83891368,deck,alive,Bird
2005/2006,observer,deck,trawl,Scampi,Auckland Islands,167.3333634,-50.73806031,deck,alive,Bird
2005/2006,observer,deck,trawl,Scampi,Auckland Islands,167.3593468,-50.76730806,deck,alive,Bird
2005/2006,observer,deck,trawl,Scampi,Auckland Islands,167.3618008,-50.75972178,deck,alive,Bird
2005/2006,observer,deck,trawl,Scampi,Auckland Islands,167.3500366,-50.75135314,deck,alive,Bird
2005/2006,necropsy,deck,bottom longline,Ling,Stewart Snares Shelf,167.009266,-46.73436027,deck,dead,Bird
2005/2006,necropsy,deck,bottom longline,Ling,Stewart Snares Shelf,166.9761508,-46.74944499,deck,dead,Bird
2005/2006,observer,net,trawl,Scampi,Auckland Islands,166.7317982,-51.05713158,decomposed,decomposed,Seal
2005/2006,observer,deck,trawl,Scampi,Auckland Islands,166.7493308,-51.05064272,deck,alive,Bird
2005/2006,observer,deck,trawl,Scampi,Auckland Islands,166.5809794,-51.12201676,deck,alive,Bird
2005/2006,necropsy,,setnet,Rig,Taranaki,172.7207262,-40.67291653,,dead,Bird
2005/2006,necropsy,,setnet,Rig,Taranaki,172.6821854,-40.6400724,,dead,Bird
2005/2006,observer,other,bottom longline,Ling,Stewart Snares Shelf,167.0034161,-46.73128967,,alive,Bird
2005/2006,observer,hook,bottom longline,Ling,Stewart Snares Shelf,167.0781147,-46.7244144,,alive,Bird
2005/2006,observer,,bottom longline,Ling,Stewart Snares Shelf,167.1296182,-46.69628994,,dead,Bird
2005/2006,observer,,bottom longline,Ling,Stewart Snares Shelf,167.1116719,-46.69534515,,dead,Bird
2005/2006,necropsy,,bottom longline,Ling,Stewart Snares Shelf,167.0773569,-46.70152724,,dead,Bird
2005/2006,observer,deck,trawl,Scampi,Auckland Islands,167.1735249,-50.88209386,deck,alive,Bird
2005/2006,necropsy,hook,bottom longline,Ling,Stewart Snares Shelf,167.1199331,-46.71427969,,dead,Bird
2005/2006,observer,deck,trawl,Hake,West Coast South Island,170.2730009,-41.8457243,deck,alive,Bird
2005/2006,necropsy,,bottom longline,Ling,Stewart Snares Shelf,167.0354125,-46.74572014,,dead,Bird
2005/2006,necropsy,deck,bottom longline,Ling,Stewart Snares Shelf,167.0721483,-46.73225699,deck,dead,Bird
2005/2006,necropsy,deck,bottom longline,Ling,Stewart Snares Shelf,167.0434123,-46.75778939,deck,dead,Bird
2005/2006,observer,deck,trawl,Arrow squid,Stewart Snares Shelf,167.0955485,-48.82584832,deck,alive,Bird
2005/2006,observer,net,trawl,Arrow squid,Stewart Snares Shelf,166.7298307,-48.87018546,,alive,Bird
2005/2006,observer,hook,bottom longline,Ling,Stewart Snares Shelf,167.1165679,-46.72187227,,alive,Bird
2005/2006,observer,,trawl,Hake,Stewart Snares Shelf,166.8096934,-49.07061046,,dead,Seal
2005/2006,observer,deck,trawl,Arrow squid,Stewart Snares Shelf,167.4147914,-48.74175319,deck,alive,Bird
2005/2006,observer,,trawl,Hake,Stewart Snares Shelf,166.8320109,-49.12189431,,dead,Seal
2005/2006,necropsy,mitigation device,trawl,Smooth oreo,Chatham Rise,179.8708487,-44.26183197,,dead,Bird
2005/2006,observer,,trawl,Jack mackerel,Taranaki,173.7966162,-39.95449568,,dead,Dolphin
2005/2006,observer,,trawl,Jack mackerel,Taranaki,173.8088324,-39.97185691,,dead,Dolphin
2005/2006,observer,,trawl,Hake,Stewart Snares Shelf,166.8466001,-49.12084085,,dead,Seal
2005/2006,necropsy,deck,trawl,Jack mackerel,Taranaki,173.9077979,-40.10102688,deck,dead,Bird
2005/2006,observer,deck,trawl,Jack mackerel,Taranaki,173.4689771,-39.64726899,deck,alive,Bird
2005/2006,observer,net,trawl,Trevally,West Coast North Island,174.0402515,-36.71052767,,dead,Dolphin
2005/2006,observer,net,trawl,Trevally,West Coast North Island,174.0322869,-36.68342506,,dead,Dolphin
2005/2006,necropsy,,bottom longline,Ling,Chatham Rise,178.2515025,-42.96174758,,dead,Bird
2005/2006,observer,,bottom longline,Ling,Chatham Rise,178.3874041,-42.87642126,,alive,Bird
